url,tag,book,count,,sorted,sorted count,%,position,!= lists total
https://fintrakk.com/best-economics-books-of-all-time-top-list/,strong,myth_of_the_rational_market,5,,free_to_choose,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,myth_of_the_rational_market,5,,frontiers_of_business_cycle_research,1,"2,86%",,
https://www.wallstreetmojo.com/top-best-economics-books/,h3,myth_of_the_rational_market,5,,game_theory_analysis_of_conflict,1,"2,86%",,
https://www.benzinga.com/money/best-economics-books/,h2,myth_of_the_rational_market,5,,game_theory_for_applied_economists,1,"2,86%",,
https://www.intelligenteconomist.com/best-economics-books/,h2,myth_of_the_rational_market,5,,gaza_strip_the_political_economy_of_dedevelopment,1,"2,86%",,
https://fs.blog/2011/07/greg-mankiw-recommends-reading-these-18-economics-books/,p,myth_of_the_rational_voter_why_democracies_choose_bad_politics,1,,global_finance_at_risk_the_case_for_international_regulation,1,"2,86%",,
https://vocal.media/trader/10-must-read-economics-books,em,naked_economics,4,,global_inequality_a_new_approach_for_the_age_of_globalization,1,"2,86%",,
https://www.campuscareerclub.com/best-economics-books-for-beginners/,em,naked_economics,4,,global_minotaur,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,naked_economics,4,,globalization_and_its_discontents,1,"2,86%",,
https://programs.online.american.edu/econ/masters-economics/resources/economics-reading-list-for-aspiring-economists,em,naked_economics,4,,globalization_and_its_discontents_revisited_antiglobalization_in_the_era_of_trump,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,neoliberal_ebola_modeling_disease_emergence_from_finance_to_forest_and_farm,1,,globalization_of_inequality,1,"2,86%",,
https://www.campuscareerclub.com/best-economics-books-for-beginners/,em,new_confessions_of_an_economic_hit_man,1,,globalizing_capital_a_history_of_the_international_monetary_system,1,"2,86%",,
https://www.npr.org/sections/money/2011/01/11/132649042/must-read-economics,strong,new_ideas_from_dead_economists,1,,golden_age_of_capitalism_reinterpreting_the_postwar_experience,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,nicholas_kaldor_the_economics_and_politics_of_capitalism_as_a_dynamic_system,1,,governing_the_commons,1,"2,86%",,
http://www.abg-analytics.com/economics-books.shtml,strong,notes_on_the_theory_of_choice_(underground_classics_in_economics),1,,grand_pursuit,1,"2,86%",,
https://bookriot.com/2018/06/05/books-about-economics/,h3,nudge_improving_decisions_about_health_wealth_and_happiness,3,,grave_new_world,1,"2,86%",,
https://fs.blog/2011/07/greg-mankiw-recommends-reading-these-18-economics-books/,p,nudge_improving_decisions_about_health_wealth_and_happiness,3,,great_convergence_information_technology_and_the_new_globalization_by_richard_baldwin.,1,"2,86%",,
https://www.sociologygroup.com/best-economics-books-beginners/,em,nudge_improving_decisions_about_health_wealth_and_happiness,3,,great_divide,1,"2,86%",,
http://www.abg-analytics.com/economics-books.shtml,strong,numerical_methods_in_economics,2,,great_economists,1,"2,86%",,
https://www.thoughtco.com/graduate-economics-reading-list-1146329,em,numerical_methods_in_economics,2,,great_economists_how_their_ideas_can_help_us_today,1,"2,86%",,
https://medium.com/@Investormill/top-10-econ-books-for-non-economists-4c3189475d59,strong,one_hour_china_book_two_peking_university_professors_explain_all_of_china_business_in_six_short_stories_by_jeffrey_towson_and_jonathan_woetzel,1,,great_escape,1,"2,86%",,
https://fintrakk.com/best-economics-books-of-all-time-top-list/,strong,only_game_in_town,1,,growing_public_social_spending_and_economic_growth_since_the_eighteenth_century,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,origins_of_nonliberal_capitalism_germany_and_japan_in_comparison,1,,growth_delusion_the_wealth_and_wellbeing_of_nations,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,other_people’s_money,2,,gulag_archipelago_– aleksandr_solzhenitsyn_1973,1,"2,86%",,
https://www.valuewalk.com/2018/04/the-best-books-on-finance-and-economics-per-the-economist/,strong,other_people’s_money,2,,hall_of_mirrors,1,"2,86%",,
https://medium.com/@Investormill/top-10-econ-books-for-non-economists-4c3189475d59,strong,outliers_the_story_of_success_by_malcolm_gladwell,1,,history_of_economic_thought,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,passions_and_the_interests_political_arguments_for_capitalism_before_its_triumph,1,,holy_grail_of_macroeconomics_lessons_from_japans_great_recession,1,"2,86%",,
https://fs.blog/2011/07/greg-mankiw-recommends-reading-these-18-economics-books/,p,peddling_prosperity,1,,house_of_debt_how_they_(and_you)_caused_the_great_recession_and_how_we_can_prevent_it_from_happening_again_by_atif_man_and_amir_sufi,1,"2,86%",,
https://programs.online.american.edu/econ/masters-economics/resources/economics-reading-list-for-aspiring-economists,em,plunder_and_blunder_the_rise_and_fall_of_the_bubble_economy,1,,how_europe_underdeveloped_africa,1,"2,86%",,
https://www.tutor2u.net/economics/blog/recommended-reading-for-alevel-economists,strong,plundered_planet_how_to_reconcile_prosperity_with_nature,1,,how_rich_countries_got_rich_and_why_poor_countries_stay_poor,1,"2,86%",,
https://www.tutor2u.net/economics/blog/recommended-reading-for-alevel-economists,strong,poor_economics_rethinking_ways_to_fight_global_poverty,1,,how_to_make_good_decisions,1,"2,86%",,
https://fupping.com/natty/2018/07/07/best-books-9-books-to-read-to-learn-basic-economics/,h3,popular_economics,1,,imf_essays_from_a_time_of_crisis_the_international_financial_system_stabilization_and_development,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,population_capital_and_growth_selected_essays,1,,in_fed_we_trust,1,"2,86%",,
https://www.tutor2u.net/economics/blog/recommended-reading-for-alevel-economists,strong,positive_linking_–_networks_and_nudges,1,,individualism_and_economic_order,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,postcapitalism_a_guide_to_our_future,2,,industrial_revolution_– t_s_ashton_1948,1,"2,86%",,
https://inomics.com/insight/top-10-best-economics-books-812929,h2,postcapitalism_a_guide_to_our_future,2,,inequality,1,"2,86%",,
https://inomics.com/insight/top-10-best-economics-books-812929,h2,postcapitalist_society_by_peter_f._drucker,1,,inequality_in_america_what_role_for_human_capital_policies,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,power_to_compete,1,,inflation_targeting__lessons_from_the_international_experience,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,predator_state,1,,information_rules_a_strategic_guide_to_the_network_economy,1,"2,86%",,
https://www.sociologygroup.com/best-economics-books-beginners/,em,predictably_irrational,3,,inner_lives_of_markets_how_people_shape_them—and_they_shape_us,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,predictably_irrational,3,,inquiry_into_the_nature_and_causes_of_the_wealth_of_nations by_adam_smith,1,"2,86%",,
https://www.blinkist.com/magazine/posts/booklist-best-economics-books,em,predictably_irrational,3,,inquiry_into_the_nature_and_causes_of_the_wealth_of_nations_by_adam_smith,1,"2,86%",,
http://www.abg-analytics.com/economics-books.shtml,strong,price_theory_and_applications,1,,instant_economist,1,"2,86%",,
https://fupping.com/natty/2018/07/07/best-books-9-books-to-read-to-learn-basic-economics/,h3,pricing_for_profit,1,,intermediate_microeconomics_a_modern_approach,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,priests_of_prosperity_how_central_bankers_transformed_the_postcommunist_world,1,,international_economics_theory_and_policy_(6th_edition)_by_paul_r._krugman_maurice_obstfeld_hardcover_784_pages_publisher_addison_wesley,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,principles_of_economics,5,,introduction_to_analysis,1,"2,86%",,
https://www.campuscareerclub.com/best-economics-books-for-beginners/,em,principles_of_economics,5,,introduction_to_economics_by_stockman_–_2nd_edition_(1999),1,"2,86%",,
https://www.conqueryourexam.com/best-economics-textbooks/,em,principles_of_economics,5,,irrational_exuberance_by_robert_shiller.,1,"2,86%",,
https://www.econguru.com/the-best-economics-textbooks-for-serious-students/,em,principles_of_economics,5,,joy_makers_– james_gunn_1961,1,"2,86%",,
https://www.learn4good.com/bookstore/economics_books_cds.htm,strong,principles_of_economics,5,,joyless_economy_the_psychology_of_human_satisfaction,1,"2,86%",,
https://tophat.com/blog/economics-textbook/,h2,principles_of_economics_|_cengage,1,,last_phase_in_transformation,1,"2,86%",,
https://tophat.com/blog/economics-textbook/,h2,principles_of_economics_|_pearson,1,,late_capitalism,1,"2,86%",,
https://tophat.com/blog/economics-textbook/,h2,principles_of_economics_|_top_hat,1,,leading_indicators_a_short_history_of_the_numbers_that_rule_our_world_by_zachary_karabell,1,"2,86%",,
http://www.abg-analytics.com/economics-books.shtml,strong,principles_of_macroeconomics,2,,lean_in_women_work_and_the_will_to_lead_by_sheryl_sandberg,1,"2,86%",,
https://www.campuscareerclub.com/best-economics-books-for-beginners/,em,principles_of_macroeconomics,2,,lectures_on_macroeconomics,1,"2,86%",,
http://www.abg-analytics.com/economics-books.shtml,strong,principles_of_microeconomics,3,,less_than_zero_the_case_for_a_falling_price_level_in_a_growing_economy (george_selgin_1997),1,"2,86%",,
http://www.abg-analytics.com/economics-books.shtml,strong,principles_of_microeconomics,3,,lessons_from_the_great_depression,1,"2,86%",,
https://www.campuscareerclub.com/best-economics-books-for-beginners/,em,principles_of_microeconomics,3,,limits_of_organization,1,"2,86%",,
https://tophat.com/blog/economics-textbook/,h2,principles_of_microeconomics_|_mcgrawhill,1,,limits_of_the_market,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,principles_of_political_economy_and_chapters_on_socialism,1,,little_book_of_economics_how_the_economy_works_in_the_real_world,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,profiting_without_producing_how_finance_exploits_us_all,1,,little_history_of_economics_by_niall_kishtainy,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,prosperity_without_growth,1,,lives_of_the_laureates,1,"2,86%",,
https://www.thoughtco.com/graduate-economics-reading-list-1146329,em,public_choice_ii,1,,logic_of_international_restructuring,1,"2,86%",,
https://medium.com/@Investormill/top-10-econ-books-for-non-economists-4c3189475d59,strong,purpose_economy_how_your_desire_for_impact_personal_growth_and_community_is_changing_the_world_by_aaron_hurst,1,,logic_of_scientific_discovery_– karl_popper_1959,1,"2,86%",,
https://bookriot.com/2018/06/05/books-about-economics/,h3,random_family_by_adrian_nicole_leblanc,2,,lords_of_finance.,1,"2,86%",,
https://www.npr.org/sections/money/2011/01/11/132649042/must-read-economics,strong,random_family_by_adrian_nicole_leblanc,2,,machine_dreams_economics_becomes_a_cyborg_science,1,"2,86%",,
https://fs.blog/2011/07/greg-mankiw-recommends-reading-these-18-economics-books/,p,random_walk_down_wall_street,2,,macroeconomics_(pearson_series_in_economics)_by_daron_acemoglu_david_laibson_and_john_list.,1,"2,86%",,
https://fupping.com/natty/2018/07/07/best-books-9-books-to-read-to-learn-basic-economics/,h3,random_walk_down_wall_street,2,,mad_money_when_markets_outgrow_governments,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,rational_optimist_how_prosperity_evolves,2,,makers_and_takers,1,"2,86%",,
https://inomics.com/insight/top-10-best-economics-books-812929,h2,rational_optimist_how_prosperity_evolves,2,,managerial_economics_business_strategy_w/data_disk_by_michael_baye_hardcover_publisher_mcgrawhill/irwin,1,"2,86%",,
http://www.abg-analytics.com/economics-books.shtml,strong,recursive_macroeconomic_theory,1,,managerial_economics_economic_tools_for_todays_decision_makers,1,"2,86%",,
https://www.thoughtco.com/graduate-economics-reading-list-1146329,em,recursive_methods_in_economic_dynamics,1,,manfacturing_miracles__paths_of_industrialization_in_latin_america_and_east_asia,1,"2,86%",,
https://www.npr.org/sections/money/2011/01/11/132649042/must-read-economics,strong,reinventing_the_bazaar,2,,manias_panics_and_crashes_a_history_of_financial_crises,1,"2,86%",,
https://fs.blog/2011/07/greg-mankiw-recommends-reading-these-18-economics-books/,p,reinventing_the_bazaar,2,,marshall_plan_america_britain_and_the_reconstruction_of_western_europe,1,"2,86%",,
https://www.intelligenteconomist.com/best-economics-books/,h2,republic_of_beliefs,1,,mathematics_for_economics,1,"2,86%",,
https://fupping.com/natty/2018/07/07/best-books-9-books-to-read-to-learn-basic-economics/,h3,rich_dad_poor_dad,1,,microeconomic_analysis,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,rise_and_decline_of_nations,1,,microeconomics,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,rise_and_fall_of_american_growth,1,,microeconomics_(the_pearson_series_in_economics)_by_daron_acemoglu_david_laibson_and_john_list,1,"2,86%",,
https://filmlifestyle.com/best-economics-books/,h2,rise_and_fall_of_nations,3,,microeconomics_and_behavior,1,"2,86%",,
https://www.wallstreetmojo.com/top-best-economics-books/,h3,rise_and_fall_of_nations,3,,misbehaving,1,"2,86%",,
https://fintrakk.com/best-economics-books-of-all-time-top-list/,strong,rise_and_fall_of_nations,3,,misbehaving_the_making_of_behavioral_economics_by_richard_h._thalor,1,"2,86%",,
https://www.tutor2u.net/economics/blog/recommended-reading-for-alevel-economists,strong,rise_and_fall_of_nations_ten_rules_of_change_in_the_postcrisis_world,1,,misbehaving_the_making_of_behavioural_economics,1,"2,86%",,
http://www.listmuse.com/100-best-economics-books-time.php,a,rise_of_the_western_world,1,,miti_and_the_japanese_miracle_the_growth_of_industrial_policy_19251975,1,"2,86%",,
